Speaker_ID,Start_Time,End_Time,Duration_Seconds,Word_Count,Confidence,Reason,Content
136,2025-08-18T13:51:14.629,2025-08-18T13:51:15.545,0.5,13,high,long pause (2.7s),every 2 weeks to our seniors so that way the food does not
137,2025-08-18T13:51:18.629,2025-08-18T13:51:25.345,1.25,30,high,long pause (3.1s),"spoil, of course, um, same thing with our Albuquerque rail yard at Farmers' Market. They do the same thing and our fruit basket in velarte. We just got them on"
138,2025-08-18T13:51:27.529,2025-08-18T13:51:28.479,0.5,9,high,long pause (2.2s),um to do produce boxes for us this year.
139,2025-08-18T13:51:32.795,2025-08-18T13:51:33.045,0.25,7,high,long pause (4.3s),"um, and the one thing I would"
140,2025-08-18T13:51:35.095,2025-08-18T13:51:39.312,0.75,18,high,long pause (2.0s),really like to share is um dis our distribution and logistics we are the first program in New
141,2025-08-18T13:51:41.395,2025-08-18T13:51:41.645,0.25,5,high,long pause (2.1s),Mexico to receive a refrigerated
142,2025-08-18T13:51:44.595,2025-08-18T13:52:00.379,2.75,59,high,long pause (3.0s),"food truck. Um, this was all part of the Governor's food initiative. This is what the truck does not look like this. However, um, that is what our wrap will look like. I will be utilizing that to be able to transport fresh local produce. I will be doing a transport on Wednesday of this week to Fort Sumner"
143,2025-08-18T13:52:02.629,2025-08-18T13:52:03.579,0.5,11,high,long pause (2.2s),"because our market actually has shut down there, so we are"
144,2025-08-18T13:52:07.095,2025-08-18T13:52:19.879,2.25,46,high,long pause (3.5s),"creating a 175 boxes in Santa Fe tomorrow and delivering these on Wednesday morning. Um, so those are things that we do as a program besides providing benefits to our participants on the shopper cart to actually go purchase um produce. and that's it for me"
145,2025-08-18T13:52:27.429,2025-08-18T13:52:28.212,0.5,12,high,long pause (7.5s); thank you transition,Thank you very much. You're gonna want to turn off that mic
146,2025-08-18T13:52:33.095,2025-08-18T13:52:35.079,0.75,11,high,long pause (4.9s),"and our next speaker whenever you're ready, uh, switching the slides."
147,2025-08-18T13:52:49.095,2025-08-18T13:52:51.079,0.5,9,high,long pause (14.0s),"Good afternoon, chair Stephanics and committee members. My name"
148,2025-08-18T13:52:53.195,2025-08-18T13:52:58.879,1.5,26,high,long pause (2.1s),"is Liz Anakini, and I work with the public education department as the Healthy universal School meals program manager and the student success and wellness bureau."
149,2025-08-18T13:53:00.862,2025-08-18T13:53:10.212,1.75,32,medium,medium pause (2.0s) + speech pattern; formal introduction,"I'm grateful to have the opportunity to talk to you today about NMGrown program as it's implemented across 3 state agencies in our K-12 schools, early childcare centers, and our senior centers."
150,2025-08-18T13:53:15.128,2025-08-18T13:53:24.812,1.5,30,high,long pause (4.9s),"NM Grown has over a 10-year history, uh, in this, the public education department and we're really proud of the agency's role in being foundational and establishing um the processes"
151,2025-08-18T13:53:26.995,2025-08-18T13:53:27.978,0.5,11,high,long pause (2.2s),for NM grown that enabled it to expand to other agencies.
152,2025-08-18T13:53:30.628,2025-08-18T13:53:38.345,1.75,35,high,long pause (2.6s),"We're also proud that New Mexico is seen as a leader in the country when it comes to farm to school, and we'll be hosting the National Farm to cafeteria conference in Albuquerque this December."
153,2025-08-18T13:53:42.595,2025-08-18T13:54:08.078,4.0,81,high,long pause (4.2s),"In universal school meals, N I Grown is a core strategy and improving meal quality in our, in our school cafeterias. We know that not only when we get more fresh, um, delicious ingredients that improves meal quality, but it's also really having a, a strong impact on the scratch cooking requirement. As schools work with more raw meat, uh, dried beans or fresh vegetables. They're being caused to innovate their uh scratch cooking techniques and recipes to accommodate those products."
154,2025-08-18T13:54:13.328,2025-08-18T13:54:19.645,1.25,26,high,long pause (5.2s),"We're really proud of the reach across state agencies in the NMGrown program. So in K-12 schools, we have almost a quarter of a million students"
155,2025-08-18T13:54:23.128,2025-08-18T13:54:23.378,0.25,6,high,long pause (3.5s),"impacted, uh, over 7500 of our"
156,2025-08-18T13:54:25.595,2025-08-18T13:54:32.178,1.5,22,high,long pause (2.2s),"youngest children, ages 0 to 5, and over 50,000 unduplicated seniors in our senior centers are benefiting from this institutional procurement annually."
157,2025-08-18T13:54:35.128,2025-08-18T13:54:50.145,2.75,52,high,long pause (3.0s),"We know that these award funds are really a catalyst that help build relationships and that muscle memory, that practice of local purchasing in our institutions, and we're excited to see that schools and providers are choosing to purchase beyond their NM Grown award once those relationships and processes are in place."
158,2025-08-18T13:54:53.062,2025-08-18T13:54:58.878,1.0,26,high,long pause (2.9s),"We know that this program is a win for farmers, a win for kids, and a win for communities. Our farmers are able to set their"
159,2025-08-18T13:55:00.928,2025-08-18T13:55:07.745,1.5,28,high,long pause (2.0s),"own price and approve supplier program, ensuring, uh, the ability to earn a living wage for themselves and their workers, um, our kids, our seniors are eating nutri"
160,2025-08-18T13:55:10.895,2025-08-18T13:55:23.412,2.0,31,high,long pause (3.1s),"nutrientally nutrient dense food that is delicious, um, in their cafeterias and our communities are benefiting from, uh, small farmers who are implementing earth-friendly practice practices um, resulting in more intact"
161,2025-08-18T13:55:25.428,2025-08-18T13:55:28.812,1.0,17,high,long pause (2.0s),"ecosystems, as well as economic multiplier benefits that we know are attached to investments in local food."
162,2025-08-18T13:55:31.328,2025-08-18T13:55:39.645,1.5,27,high,long pause (2.5s),"Finally, E I Grown celebrates New Mexico's agricultural traditions, not only creating a market for small farmers who use traditional practices like seass, but also with robust"
163,2025-08-18T13:55:42.662,2025-08-18T13:55:45.645,0.75,13,high,long pause (3.0s),agricultural education element in schools where students are learning about the local farms
164,2025-08-18T13:55:49.195,2025-08-18T13:55:50.145,0.5,6,high,long pause (3.5s),in their community and farming practices.
165,2025-08-18T13:55:52.628,2025-08-18T13:56:02.145,1.75,35,high,long pause (2.5s),"I want to provide a quick snapshot of what participation looks like in each of these agencies. So in the public education department, we're proud to be working with over 66 school food authorities, um"
166,2025-08-18T13:56:06.828,2025-08-18T13:56:09.612,0.75,16,high,long pause (4.7s),"in early childcare, uh, they've increased to 43 centers this year, and they are piloting a"
167,2025-08-18T13:56:12.895,2025-08-18T13:56:27.412,2.25,48,high,long pause (3.3s),"new home-based daycare, um, uh, accessibility is part of that, and our senior centers, we have over 62 providers, each of which serve multiple centers, and that includes uh 17 tribes, pueblos, and nations. What I really want to draw your attention to on this slide is the"
168,2025-08-18T13:56:30.928,2025-08-18T13:56:31.712,0.5,10,high,long pause (3.5s),"um, amount of, uh, that is successfully being expended in"
169,2025-08-18T13:56:34.895,2025-08-18T13:56:50.312,3.0,60,high,long pause (3.2s),"each of these programs. So each of these programs has over 90% of these funds that are warded out all across the state, successfully being spent and reimbursed for, um, which is really a testament to the strong relationships that are being established through the approved supplier program between buyers and suppliers that they're able to fully use their rewards."
170,2025-08-18T13:56:55.195,2025-08-18T13:56:57.445,0.5,12,high,long pause (4.9s),This is a quick snapshot at the local food data portal portal.
171,2025-08-18T13:56:59.495,2025-08-18T13:57:05.345,1.0,24,high,long pause (2.0s),So all three agencies use the approved supplier program and all of them use this data portal to track. So this gives us a
172,2025-08-18T13:57:07.462,2025-08-18T13:57:09.412,0.5,10,high,long pause (2.1s),"real-time, um, view of how expenses are being spent down"
173,2025-08-18T13:57:11.562,2025-08-18T13:57:15.712,1.0,21,high,long pause (2.1s),across the year. We can compare rates year over year. We can see what individual buyers are purchasing and who they're
174,2025-08-18T13:57:18.895,2025-08-18T13:57:19.145,0.25,6,high,long pause (3.2s),purchasing from. And um we can
175,2025-08-18T13:57:21.195,2025-08-18T13:57:26.112,1.25,30,high,long pause (2.0s),"pull this statewide by agency, and we can also pull this at a site level so we can kind of give an update to each buyer of how they're doing."
176,2025-08-18T13:57:31.128,2025-08-18T13:57:33.445,0.5,9,high,long pause (5.0s),What's being served in K-12 schools and other agencies
177,2025-08-18T13:57:34.862,2025-08-18T13:57:40.945,1.0,21,medium,formal introduction,"through Unim Grown. Our biggest expenditure is meat with about 34%, but we do see a healthy mixture of fruits, vegetables,"
178,2025-08-18T13:57:43.162,2025-08-18T13:57:53.312,2.0,38,high,long pause (2.2s),"and legumes. Um, this pattern looks pretty similar across the agencies in early childhood, their biggest expenditure is fresh and dried fruit for some of those snacks. Um, but meat is typically the largest expenditure across the agencies."
179,2025-08-18T13:57:58.895,2025-08-18T13:57:59.145,0.25,7,high,long pause (5.6s),"What's next for Ira? Um, we are"
180,2025-08-18T13:58:00.662,2025-08-18T13:58:02.878,0.5,12,medium,formal introduction,"a victim of our own success, as we do outreach and increase"
181,2025-08-18T13:58:04.895,2025-08-18T13:58:05.812,0.5,10,high,long pause (2.0s),participation. A lot of these that is resulting in smaller
